,year,month,author_name,paper_title,process,frequency,sat_power,pae_max,P1dB,PAE_1dB,Gain,EVM,modulation_speed,average_pout,average_pae,modulation_type,PA_type,node
0,2001,5,Yoo,A common-gate switched 0.9-W class-E power amplifier with 41% PAE in 0.25-um CMOS,process.bulk,0.9,29.54,46.0,,,,,,29.54,41.0,GMSK (BT=0.3),type.unknown,250
1,2005,12,Reynaert,A 1.75-GHz polar modulated CMOS RF power amplifier for GSM-EDGE,process.bulk,1.75,27.0,34.0,,,30.0,,-24.62,23.8,22.0,EDGE,type.unknown,180
2,2006,12,Wongkomet,A+31.5 dBm CMOS RF Doherty Power Amplifier for Wireless Communications,process.bulk,1.75,31.5,36.0,,,,-28.4,,25.0,13.0,EDGE 3pi/8 8PSK,type.unknown,130
3,2006,12,Wongkomet,A+31.5 dBm CMOS RF Doherty Power Amplifier for Wireless Communications,process.bulk,1.75,31.5,36.0,,,,,,31.5,36.0,GSM,type.unknown,130
4,2006,12,Jeong,A 20 dBm Linear RF Power Amplifier Using Stacked Silicon-on-Sapphire MOSFETs,process.SOS,1.88,21.0,44.0,18.3,29.2,17.1,,,16.3,18.7,IS-95 CDMA,type.unknown,250
5,2009,0,Walling,Multiple Supply (Class-G) Linear Modulator and PA for Non-CE Modulation,process.bulk,2.25,29.2,72.0,,,,-26.7,,24.3,45.0,WCDMA(QPSK),type.unknown,130
6,2009,0,Chowdhury,A Single-Chip Highly Linear 2.4Ghz 30dBm Power Amplifier in 90 nm CMOS,process.bulk,2.3,30.1,33.0,28.0,,28.0,-25.0,,22.7,12.4,OFDM (16/64 QAM ),type.unknown,90
7,2009,9,Carrara,A 2.4-GHz 24-dBm SOI CMOS Power Amplifier With Fully Integrated Reconfigurable Output Matching Network,process.SOI,2.4,24.0,65.0,,,,-25.0,,16.0,19.0,64QAM,type.analog,130
8,2010,5,Leuschner,"A 31-dBm, high ruggedness power amplifier in 65-nm standard CMOS with high-efficiency stacked-cascode stages",process.bulk,0.9,28.0,69.9,,,,,,31.0,61.0,GSM,type.unknown,65
9,2010,7,Kim,A fully integrated CMOS RF power amplifier with tunable matching network for GSM/EDGE dual-mode application,process.bulk,1.76,31.6,45.0,30.5,40.0,19.2,-26.0,,27.5,28.1,EDGE,type.unknown,180
10,2010,6,Jeon,A 40% PAE linear CMOS power amplifier with feedback bias technique for WCDMA applications ,process.bulk,1.95,26.0,46.4,25.0,42.5,26.0,,,23.5,40.0,3GPP WCDMA,type.unknown,180
11,2010,0,Afsahi,A 65nm CMOS 2.4Ghz 31.5dBm Power Amplifier with a Distributed LC Power-Combining Network and Improved Linearization for WLAN Applications,process.bulk,2.45,31.5,25.0,,,32.0,-25.0,,25.5,16.0,OFDM (64-QAM),type.unknown,65
12,2011,6,Leuschner,A 1.8GHz wide-band stacked-cascode CMOS power amplifier for WCDMA applications in 65nm standard CMOS ,process.bulk,1.8,29.4,51.0,28.0,43.0,34.0,,,27.9,48.0,WCDMA,type.unknown,65
13,2011,2,Yoo,A Switched-Capacitor Power Amplifier for EER/Polar Transmitters,process.bulk,2.2,25.2,55.2,,,,-30.75,,17.7,32.1,64 QAM OFDM,type.unknown,90
14,2011,0,Yoo,A Switched-Capacitor Power Amplifier for EER/Polar Tansmitters,process.bulk,2.25,25.2,55.2,,,,2.9,,17.7,32.1,OFDM (64 QAM),type.unknown,90
15,2011,0,Yoo,A Power-Combined Switched-Capacitor Power Amplifier in 90nm CMOS,process.bulk,2.25,27.0,26.0,,,,-28.0,,20.3,15.1,LTE 64 QAM,type.unknown,90
16,2011,0,Tan,A Flip-Chip-Packaged 1.8V 28dBm Class-AB Power Amplifier with Shielded Concentric Transformers in 32nm SoC CMOS,process.bulk,2.75,28.0,31.9,26.5,,,-25.0,,20.8,15.5,OFDM (64 QAM),type.unknown,32
17,2012,3,Francois,A Fully Integrated Watt-Level Linear 900-MHz CMOS RF Power Amplifier for LTE-Applications ,process.bulk,0.93,29.4,25.8,27.7,,,-25.0,,26.0,17.0,"LTE (10 MHz, 16-QAM)",type.unknown,90
18,2012,11,Kim,Envelope-Tracking Two-Stage Power Amplifier With Dual-Mode Supply Modulator for LTE Applications,process.bulk,1.74,34.0,60.0,,,28.3,,,27.0,40.0,"LTE (10 MHz, 16-QAM, 6.44 dB PAPR)",type.unknown,180
19,2012,6,Kang,"A 34% PAE, 26-dBm output power envelope-tracking CMOS power amplifier for 10-MHz BW LTE applications",process.bulk,1.8,30.2,45.5,,,,-29.9,,26.0,34.0,"LTE (10 MHz, 16-QAM, 7.5 dB PAPR)",type.unknown,180
20,2012,1,Koo,Integrated Bias Circuits of RF CMOS Cascode Power Amplifier for Linearity Enhancement ,process.bulk,1.85,30.5,58.0,29.5,58.0,15.8,,,27.8,45.8,WCDMA,type.unknown,180
21,2012,10,Kousai,A 28.3 mW PA-Closed Loop for Linearity and Efficiency Improvement Integrated in a+27.1 dBm WCDMA CMOS Power Amplifier,process.bulk,1.88,30.1,36.0,28.8,,28.3,-40.0,,27.1,28.0,WCDMA (3.84 MHz BW),type.unknown,130
22,2012,6,Song,A CMOS Power Amplifier With a Built-In RF Predistorter for Handset Applications ,process.bulk,1.95,30.8,43.0,27.5,32.0,32.0,,,29.1,41.1,WCDMA,type.unknown,180
23,2012,0,Yoo,A Class-G Dual-Supply Switched-Capacitor Power Amplifier in 65nm CMOS,process.bulk,2.15,24.3,44.0,,,,-30.75,,16.8,33.0,802.11g (64QAM),type.unknown,65
24,2012,6,Jin,A 30.8-dBm Wideband CMOS Power Amplifier With Minimized Supply Fluctuation,process.bulk,2.5,30.8,30.6,29.0,23.0,22.0,-30.45,,26.0,21.5,16QAM,type.unknown,180
25,2013,4,Moloudi,The Outphasing RF Power Amplifier: A Comprehensive Analysis and a Class-B CMOS Realization,process.bulk,0.9,,56.0,,,,-16.6,,13.0,30.0,WCDMA,type.unknown,90
26,2013,9,Kang,Envelope-Tracking CMOS Power Amplifier Module for LTE Applications,process.bulk,1.85,30.2,48.0,18.0,,14.0,-31.0,,26.0,34.1,"LTE (10 MHz, 16-QAM, 7.5 dB PAPR)",type.unknown,180
27,2013,6,Jin,Enhanced linearity of CMOS power amplifier using adaptive common gate bias control,process.bulk,1.85,27.5,33.0,,,,,,26.4,30.5,"LTE (10 MHz, 16-QAM, 7.5 dB PAPR)",type.unknown,180
28,2013,1,Jeon,A Cascode Feedback Bias Technique for Linear CMOS Power Amplifiers in a Multistage Cascode Topology ,process.bulk,1.95,26.0,46.4,,,26.0,,,23.5,40.0,WCDMA,type.unknown,180
29,2013,1,Lee,A Hybrid Polar-LINC CMOS Power Amplifier With Transmission Line Transformer Combiner,process.bulk,1.95,29.5,46.0,,,25.0,,,28.5,29.6,WCDMA,type.unknown,130
30,2013,4,Cho,A Dual Power-Mode Multi-Band Power Amplifier With Envelope Tracking for Handset Applications,process.bulk,2.0,32.0,49.0,,,25.0,-30.75,,27.0,34.2,16QAM,type.unknown,180
31,2014,1,Choi,A Digital Polar CMOS Power Amplifier With a 102-dB Power Dynamic Range Using a Digitally Controlled Bias Generator,process.bulk,0.8,24.4,43.0,,,,-28.9,,22.0,35.0,WCDMA,type.unknown,65
32,2014,6,Kim,A fully integrated triple-band CMOS hybrid-EER transmitter for WCDMA/LTE applications,process.bulk,0.8,28.0,40.0,,,,,,23.0,27.0,LTE,type.unknown,180
33,2014,7,Kim,A Feedback Technique to Compensate for AM-PM Distortion in Linear CMOS Class-F Power Amplifier,process.bulk,0.825,31.0,53.4,29.0,50.0,31.2,-30.75,,26.7,34.2,3G LTE (10 MHz),type.unknown,180
34,2014,11,Woo,Dynamic Stack-Controlled CMOS RF Power Amplifier for Wideband Envelope Tracking,process.SOI,0.837,30.3,64.0,29.0,58.0,32.5,,,25.7,47.5,"LTE (10 MHz, 6.7 dB PAPR)",type.unknown,320
35,2014,11,Woo,Dynamic Stack-Controlled CMOS RF Power Amplifier for Wideband Envelope Tracking,process.SOI,0.837,30.3,64.0,29.0,58.0,32.5,,,25.9,45.9,"LTE (20 MHz, 6.7 dB PAPR)",type.unknown,320
36,2014,7,Woo,Dynamic FET stack control for enhanced efficiency in envelope tracking power amplifiers,process.SOI,0.837,30.5,61.0,23.0,30.0,34.0,,,28.0,52.0,WCDMA,type.unknown,180
37,2014,3,Kim,Single-Ended CMOS Doherty Power Amplifier Using Current Boosting Technique,process.bulk,0.847,31.2,57.8,25.0,40.0,28.0,-28.18,,25.2,43.6,"LTE (10 MHz, 7.6 dB PAPR)",type.unknown,180
38,2014,6,Park,Broadband CMOS stacked power amplifier using reconfigurable interstage network for envelope tracking application,process.SOI,0.85,30.0,68.3,,,25.0,,,25.0,44.0,LTE (10 MHz),type.unknown,320
39,2014,5,Kim,Analysis of Envelope-Tracking Power Amplifier Using Mathematical Modeling,process.bulk,1.71,32.5,61.0,,,29.0,-30.7,,28.0,44.3,"LTE (10 MHz, 16-QAM, 7.44 dB PAPR)",type.unknown,180
40,2014,7,Hezar,A 23dBm fully digital transmitter using ΣΔ and pulse-width modulation for LTE and WLAN applications in 45nm CMOS,process.SOI,1.8,23.0,47.0,,,,-28.0,,,23.0,"LTE ( 10/20 MHz, 8.2 dB PAPR)",type.unknown,45
41,2014,2,Kaymaksut,A dual-mode transformer-based doherty LTE power amplifier in 40nm CMOS,process.bulk,1.9,28.0,34.0,26.0,30.0,21.3,,,23.4,23.3,LTE,type.unknown,40
42,2014,6,Kim,A fully integrated triple-band CMOS hybrid-EER transmitter for WCDMA/LTE applications,process.bulk,1.9,29.6,45.0,,,,,,26.0,33.0,WCDMA,type.unknown,180
43,2014,10,Kousai,Polar Antenna Impedance Detection and Tuning for Efficiency Improvement in a 3G/4G CMOS Power Amplifier,process.bulk,1.95,30.8,47.0,,,,,,27.9,38.0,WCDMA (3.5 dB PAPR),type.unknown,130
44,2014,11,Yang,A 1.2-V 20-nm Fully Integrated Compact CMOS Linear Power Amplifier Using the Coupled L-Shape Concentric Vortical Transformer,process.bulk,2.4,27.3,35.7,,,10.1,-26.0,,22.0,24.6,16 QAM (LTE)_20Mz,type.unknown,90
45,2015,5,Woo,A wideband envelope-tracking CMOS linear transmitter without digital predistortion,process.SOI,0.837,,63.0,,,25.1,-34.24,,25.5,44.7,"LTE ( 10 MHz, 6.7 dB PAPR)",type.unknown,280
46,2015,3,Park,Broadband CMOS Stacked RF Power Amplifier Using Reconfigurable Interstage Network for Wideband Envelope Tracking,process.SOI,0.85,31.0,69.2,,,25.8,,,26.1,43.8,"LTE ( 20 MHz, 6.7 dB PAPR)",type.unknown,320
47,2015,6,Jin,A Highly Efficient CMOS Envelope Tracking Power Amplifier Using All Bias Node Controls,process.bulk,1.85,31.9,56.2,,,14.2,-32.0,,27.5,42.4,"LTE (10 MHz, 16-QAM, 7.5 dB PAPR)",type.unknown,180
